Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
231,231,231,231,231,2017-06-06 09:19:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
232,232,232,232,232,2017-06-06 09:22:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
233,233,233,233,233,2017-06-06 09:26:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
234,234,234,234,234,2017-06-06 09:29:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
235,235,235,235,235,2017-06-06 09:32:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
236,236,236,236,236,2017-06-06 09:35:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
237,237,237,237,237,2017-06-06 09:39:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
238,238,238,238,238,2017-06-06 09:42:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
239,239,239,239,239,2017-06-06 09:45:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
240,240,240,240,240,2017-06-06 09:48:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
241,241,241,241,241,2017-06-06 09:52:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
242,242,242,242,242,2017-06-06 09:55:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
243,243,243,243,243,2017-06-06 09:58:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
244,244,244,244,244,2017-06-06 10:01:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
245,245,245,245,245,2017-06-06 10:05:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
246,246,246,246,246,2017-06-06 10:08:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
247,247,247,247,247,2017-06-06 10:11:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
248,248,248,248,248,2017-06-06 10:15:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
249,249,249,249,249,2017-06-06 10:18:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
250,250,250,250,250,2017-06-06 10:21:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
251,251,251,251,251,2017-06-06 10:24:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
252,252,252,252,252,2017-06-06 10:28:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
253,253,253,253,253,2017-06-06 10:31:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
254,254,254,254,254,2017-06-06 10:34:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
255,255,255,255,255,2017-06-06 10:37:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
256,256,256,256,256,2017-06-06 10:41:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
257,257,257,257,257,2017-06-06 10:44:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
258,258,258,258,258,2017-06-06 10:47:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
259,259,259,259,259,2017-06-06 10:51:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
260,260,260,260,260,2017-06-06 10:54:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
261,261,261,261,261,2017-06-06 10:57:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
262,262,262,262,262,2017-06-06 11:00:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
263,263,263,263,263,2017-06-06 11:04:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
264,264,264,264,264,2017-06-06 11:07:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
265,265,265,265,265,2017-06-06 11:10:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
266,266,266,266,266,2017-06-06 11:13:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
267,267,267,267,267,2017-06-06 11:17:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
268,268,268,268,268,2017-06-06 11:20:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
269,269,269,269,269,2017-06-06 11:23:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
270,270,270,270,270,2017-06-06 11:27:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
271,271,271,271,271,2017-06-06 11:30:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
272,272,272,272,272,2017-06-06 11:33:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
273,273,273,273,273,2017-06-06 11:36:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
274,274,274,274,274,2017-06-06 11:40:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
275,275,275,275,275,2017-06-06 11:43:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
276,276,276,276,276,2017-06-06 11:46:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
277,277,277,277,277,2017-06-06 11:49:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
278,278,278,278,278,2017-06-06 11:53:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
279,279,279,279,279,2017-06-06 11:56:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
280,280,280,280,280,2017-06-06 11:59:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
281,281,281,281,281,2017-06-06 12:02:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
282,282,282,282,282,2017-06-06 12:06:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
283,283,283,283,283,2017-06-06 12:09:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
284,284,284,284,284,2017-06-06 12:12:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
285,285,285,285,285,2017-06-06 12:16:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
286,286,286,286,286,2017-06-06 12:19:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
287,287,287,287,287,2017-06-06 12:22:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
288,288,288,288,288,2017-06-06 12:25:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
289,289,289,289,289,2017-06-06 12:29:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
290,290,290,290,290,2017-06-06 12:32:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
291,291,291,291,291,2017-06-06 12:35:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
292,292,292,292,292,2017-06-06 12:38:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
293,293,293,293,293,2017-06-06 12:42:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
294,294,294,294,294,2017-06-06 12:45:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
295,295,295,295,295,2017-06-06 12:48:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
296,296,296,296,296,2017-06-06 12:49:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
297,297,297,297,297,2017-06-06 12:50:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
298,298,298,298,298,2017-06-06 12:51:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
299,299,299,299,299,2017-06-06 12:51:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
300,300,300,300,300,2017-06-06 12:52:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
301,301,301,301,301,2017-06-06 12:53:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
302,302,302,302,302,2017-06-06 12:54:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
303,303,303,303,303,2017-06-06 12:55:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
304,304,304,304,304,2017-06-06 12:55:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
305,305,305,305,305,2017-06-06 12:56:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
306,306,306,306,306,2017-06-06 12:57:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
307,307,307,307,307,2017-06-06 12:58:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
308,308,308,308,308,2017-06-06 13:01:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
309,309,309,309,309,2017-06-06 13:05:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
310,310,310,310,310,2017-06-06 13:08:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
311,311,311,311,311,2017-06-06 13:11:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
312,312,312,312,312,2017-06-06 13:14:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
313,313,313,313,313,2017-06-06 13:18:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
314,314,314,314,314,2017-06-06 13:21:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
315,315,315,315,315,2017-06-06 13:24:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
316,316,316,316,316,2017-06-06 13:27:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
317,317,317,317,317,2017-06-06 13:31:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
318,318,318,318,318,2017-06-06 13:34:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
319,319,319,319,319,2017-06-06 13:37:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
320,320,320,320,320,2017-06-06 13:40:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
321,321,321,321,321,2017-06-06 13:44:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
322,322,322,322,322,2017-06-06 13:47:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
323,323,323,323,323,2017-06-06 13:50:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
324,324,324,324,324,2017-06-06 13:54:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
325,325,325,325,325,2017-06-06 13:57:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
326,326,326,326,326,2017-06-06 13:58:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
327,327,327,327,327,2017-06-06 13:59:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
328,328,328,328,328,2017-06-06 13:59:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
329,329,329,329,329,2017-06-06 14:00:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
330,330,330,330,330,2017-06-06 14:01:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
331,331,331,331,331,2017-06-06 14:02:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
332,332,332,332,332,2017-06-06 14:03:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
333,333,333,333,333,2017-06-06 14:03:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
334,334,334,334,334,2017-06-06 14:04:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
335,335,335,335,335,2017-06-06 14:05:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
336,336,336,336,336,2017-06-06 14:06:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
337,337,337,337,337,2017-06-06 14:07:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
338,338,338,338,338,2017-06-06 14:07:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
339,339,339,339,339,2017-06-06 14:08:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
340,340,340,340,340,2017-06-06 14:09:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
341,341,341,341,341,2017-06-06 14:10:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
342,342,342,342,342,2017-06-06 14:11:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
343,343,343,343,343,2017-06-06 14:11:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
344,344,344,344,344,2017-06-06 14:12:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
345,345,345,345,345,2017-06-06 14:13:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
346,346,346,346,346,2017-06-06 14:14:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
347,347,347,347,347,2017-06-06 14:15:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
348,348,348,348,348,2017-06-06 14:15:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
349,349,349,349,349,2017-06-06 14:16:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
350,350,350,350,350,2017-06-06 14:17:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
351,351,351,351,351,2017-06-06 14:18:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
352,352,352,352,352,2017-06-06 14:19:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
353,353,353,353,353,2017-06-06 14:19:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
354,354,354,354,354,2017-06-06 14:20:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
355,355,355,355,355,2017-06-06 14:21:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
356,356,356,356,356,2017-06-06 14:22:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
357,357,357,357,357,2017-06-06 14:23:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
358,358,358,358,358,2017-06-06 14:23:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
359,359,359,359,359,2017-06-06 14:24:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
360,360,360,360,360,2017-06-06 14:25:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
361,361,361,361,361,2017-06-06 14:26:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
362,362,362,362,362,2017-06-06 14:27:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
363,363,363,363,363,2017-06-06 14:27:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
364,364,364,364,364,2017-06-06 14:28:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
365,365,365,365,365,2017-06-06 14:29:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
366,366,366,366,366,2017-06-06 14:30:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
367,367,367,367,367,2017-06-06 14:31:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
368,368,368,368,368,2017-06-06 14:31:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
369,369,369,369,369,2017-06-06 14:32:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
370,370,370,370,370,2017-06-06 14:33:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
371,371,371,371,371,2017-06-06 14:34:00,0,18,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区G316(福兰线),距四大队 约142米,距三大队 约208米",114.086784,30.62697,0.0,18
